OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,coord,location_dict,address,road,UIDENTSTLAE,STRZUSTAND,IstSonstige,lane,coord_interp,dist_interp,dist_interp_up
71394,9,7,72,147,2017,1,7,1,2,8,1,2,0,1,0,0,0,631693.0735,5364473.6681,10.779945577000037,48.41964097700002,"(48.41964097700002, 10.779945577000037)","{'place_id': 169734190, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 279939241, 'lat': '48.419634771780046', 'lon': '10.779946131940973', 'display_name': 'A 8, Rettenbergen, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland', 'address': {'road': 'A 8', 'village': 'Rettenbergen', 'town': 'Gersthofen', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86368', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4194174', '48.4196736', '10.7776406', '10.7803803']}","A 8, Rettenbergen, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland",A 8,9170108007173005640,2,0,down,[48.41953892 10.77887622],60495.953314430044,15183.339443394521
71427,9,1,74,146,2017,1,10,1,3,0,6,0,0,1,0,0,0,667416.9336,5350646.5829,11.25693630400002,48.28686205000008,"(48.28686205000008, 11.25693630400002)","{'place_id': 169604271, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280422003, 'lat': '48.28685799398176', 'lon': '11.256934600677043', 'display_name': 'A 8, Ziegelstadel, Sulzemoos, Landkreis Dachau, Bayern, 85254, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Ziegelstadel', 'village': 'Sulzemoos', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85254', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.283379', '48.2871764', '11.2561764', '11.264606']}","A 8, Ziegelstadel, Sulzemoos, Landkreis Dachau, Bayern, 85254, Deutschland",A 8,9170108001270429220,2,0,down,[48.28689467 11.25684622],20294.11796326538,55375.835472343046
71474,9,7,71,129,2017,1,23,7,3,9,1,2,0,1,0,0,0,660387.3272,5355477.691,11.16407883200003,48.33211528800008,"(48.332115288000075, 11.16407883200003)","{'place_id': 170077890, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280688897, 'lat': '48.332082540989234', 'lon': '11.164051019083193', 'display_name': 'A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Eurasburg', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3166388', '48.340026', '11.1555112', '11.193519']}","A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland",A 8,9170107001270008250,2,0,up,[48.33182409 11.16435527],46774.141200966355,46774.141200966355
71601,9,7,71,130,2017,1,0,4,3,2,6,2,0,1,0,0,1,647896.0678,5362779.3429,10.998214828000073,48.40081223400006,"(48.40081223400006, 10.998214828000073)","{'place_id': 171593475, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 288973413, 'lat': '48.40082452361735', 'lon': '10.99821559137951', 'display_name': 'A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Sophienhof', 'village': 'Bitzenhofen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3960534', '48.4039031', '10.9564457', '11.0556046']}","A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,9170104007173044170,1,1,down,[48.40081165 10.99842046],44170.21816460635,31504.848483425794
71694,9,7,71,129,2017,1,17,7,3,3,6,2,0,1,0,0,1,660387.3272,5355477.691,11.16407883200003,48.33211528800008,"(48.332115288000075, 11.16407883200003)","{'place_id': 170077890, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280688897, 'lat': '48.332082540989234', 'lon': '11.164051019083193', 'display_name': 'A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Eurasburg', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3166388', '48.340026', '11.1555112', '11.193519']}","A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland",A 8,9170114001270007980,1,1,up,[48.33182409 11.16435527],46774.141200966355,46774.141200966355
71774,9,1,74,113,2017,1,7,6,3,0,3,0,0,1,0,0,1,674126.6731,5345112.2908,11.345034776000034,48.23530297400004,"(48.23530297400004, 11.345034776000034)","{'place_id': 164049005, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 251505090, 'lat': '48.23527717961305', 'lon': '11.345020039725085', 'display_name': 'A 8, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'road': 'A 8', 'village': 'Bergkirchen', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2305476', '48.2364882', '11.3428447', '11.3530926']}","A 8, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,9170113001270008260,1,1,up,[48.23516652 11.34521434],64145.0345565487,64145.0345565487
71949,9,7,71,130,2017,1,11,3,3,2,6,0,0,1,0,0,0,644438.6747,5363122.1956,10.951648699000032,48.40469651800004,"(48.40469651800004, 10.951648699000032)","{'place_id': 163970957, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 251505064, 'lat': '48.404702674482955', 'lon': '10.95164973069977', 'display_name': 'A 8, Derching, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland', 'address': {'road': 'A 8', 'village': 'Derching', 'town': 'Friedberg', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86316', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4043637', '48.4047921', '10.9511161', '10.9536725']}","A 8, Derching, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland",A 8,9170110007173034190,0,0,down,[48.40509835 10.94925963],47653.89762770766,28018.62235929986
71950,9,7,71,130,2017,1,11,3,3,2,6,0,0,1,0,0,0,644380.662,5363135.671,10.950869943000043,48.40483097000004,"(48.40483097000004, 10.950869943000043)","{'place_id': 154722427, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 218532964, 'lat': '48.404832648913334', 'lon': '10.950870219875211', 'display_name': 'A 8, Derching, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland', 'address': {'road': 'A 8', 'village': 'Derching', 'town': 'Friedberg', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86316', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4047921', '48.4052755', '10.9482169', '10.9511161']}","A 8, Derching, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland",A 8,9170110007173005850,0,0,down,[48.40496949 10.95004048],47713.309644229885,27959.213021474912
71997,9,1,79,142,2017,1,12,3,3,2,6,0,0,1,0,0,0,678448.5885,5341492.7327,11.401664133000054,48.20156563000006,"(48.20156563000006, 11.401664133000054)","{'place_id': 135379645, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 144193883, 'lat': '48.2015518611349', 'lon': '11.401655096350522', 'display_name': 'A 8, Olching, Landkreis Fürstenfeldbruck, Bayern, 82140, Deutschland', 'address': {'road': 'A 8', 'town': 'Olching', 'county': 'Landkreis Fürstenfeldbruck', 'state': 'Bayern', 'postcode': '82140', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2013211', '48.2090145', '11.3896333', '11.4020067']}","A 8, Olching, Landkreis Fürstenfeldbruck, Bayern, 82140, Deutschland",A 8,9170110001270004730,0,0,up,[48.20094945 11.40259199],69775.58479673932,69775.58479673932
72027,9,7,71,130,2017,1,14,4,3,0,7,0,0,1,0,0,0,645096.8193,5362975.8589,10.96048552900004,48.40322961800007,"(48.40322961800007, 10.96048552900004)","{'place_id': 171593475, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 288973413, 'lat': '48.40324712494761', 'lon': '10.960488384549935', 'display_name': 'A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Sophienhof', 'village': 'Bitzenhofen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3960534', '48.4039031', '10.9564457', '11.0556046']}","A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,9170118007173013280,0,0,down,[48.4031664  10.96098318],46981.28668871246,28691.05738392007
72103,9,7,71,111,2017,1,9,3,3,2,6,0,0,1,0,0,0,657308.5798,5358787.9067,11.123804482000024,48.36264947300003,"(48.36264947300003, 11.123804482000024)","{'place_id': 123171715, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 95261689, 'lat': '48.36262930955264', 'lon': '11.123791592775783', 'display_name': 'A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'village': 'Burgadelzhausen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3561378', '48.3880253', '11.0750446', '11.1307183']}","A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,9170117007173028660,0,0,up,[48.36257512 11.12387668],42192.90153093067,42192.90153093067
72104,9,7,71,111,2017,1,7,3,2,3,6,0,0,0,0,0,1,658195.8242,5357517.2459,11.135296787000073,48.351004061000026,"(48.351004061000026, 11.135296787000073)","{'place_id': 169893131, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280690991, 'lat': '48.35099370889037', 'lon': '11.135287613391828', 'display_name': 'A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86559, Deutschland', 'address': {'road': 'A 8', 'village': 'Burgadelzhausen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86559', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3505353', '48.3524329', '11.1338122', '11.1358104']}","A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86559, Deutschland",A 8,9170117007173013270,1,1,up,[48.35020248 11.13619488],43748.19184398097,43748.19184398097
72239,9,1,74,135,2017,1,14,2,3,2,6,0,0,1,0,0,0,663523.9378,5353018.2606,11.205414545000052,48.30920121400004,"(48.30920121400004, 11.205414545000052)","{'place_id': 163859575, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 251505066, 'lat': '48.30921376167098', 'lon': '11.205423206007442', 'display_name': 'A 8, Taxa, Odelzhausen, Landkreis Dachau, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Taxa', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3078027', '48.3092977', '11.2053016', '11.2074832']}","A 8, Taxa, Odelzhausen, Landkreis Dachau, Bayern, 85235, Deutschland",A 8,9170116001270010140,1,0,down,[48.30864265 11.20625018],24898.38019356463,50767.88597215299
72263,9,7,71,129,2017,1,16,5,3,3,6,1,0,1,0,0,0,660005.2659,5356028.7785,11.159136825000076,48.33716655500008,"(48.337166555000074, 11.159136825000076)","{'place_id': 170077890, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280688897, 'lat': '48.33715086731023', 'lon': '11.159121083969508', 'display_name': 'A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Eurasburg', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3166388', '48.340026', '11.1555112', '11.193519']}","A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland",A 8,9170119001270017590,0,0,up,[48.33720291 11.15906967],46103.44712265648,46103.44712265648
72267,9,1,74,113,2017,1,22,5,3,0,3,2,0,1,0,0,0,670465.6044,5347933.8868,11.296907385000054,48.26166259200005,"(48.26166259200005, 11.296907385000054)","{'place_id': 180092636, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 327464674, 'lat': '48.26166558125266', 'lon': '11.296910284379146', 'display_name': 'A 8, Hopfenau, Lauterbach, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Hopfenau', 'village': 'Lauterbach', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2614451', '48.2706646', '11.2874642', '11.2971376']}","A 8, Hopfenau, Lauterbach, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,9170119001270017570,0,0,down,[48.26190645 11.29666232],16162.753818028259,59500.84981716719
72287,9,1,74,113,2017,1,7,5,3,2,6,0,0,1,0,0,0,670066.1914,5348447.0226,11.291736354000022,48.26638279900004,"(48.26638279900004, 11.291736354000022)","{'place_id': 134244450, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 143578410, 'lat': '48.26636772161602', 'lon': '11.291721963353083', 'display_name': 'A 8, Hopfenau, Lauterbach, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Hopfenau', 'village': 'Lauterbach', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2599717', '48.270607', '11.2872774', '11.2984073']}","A 8, Hopfenau, Lauterbach, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,9170119001270017540,0,0,up,[48.27307658 11.28468556],58851.25431572242,58851.25431572242
72295,9,1,74,113,2017,1,9,5,3,2,6,0,0,1,0,0,0,671586.0965,5346885.1355,11.311567271000058,48.25193242900008,"(48.25193242900008, 11.311567271000058)","{'place_id': 179804010, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 327464677, 'lat': '48.251905095249946', 'lon': '11.31155392653493', 'display_name': 'A 8, Palsweis, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'road': 'A 8', 'village': 'Palsweis', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2375667', '48.2544385', '11.3063647', '11.3408042']}","A 8, Palsweis, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,9170119001270017530,0,0,up,[48.25719884 11.30070378],61051.74766757512,61051.74766757512
72447,9,1,74,146,2017,1,19,4,2,8,1,2,0,1,0,0,0,666265.9774,5351180.3715,11.241642832000023,48.29196408300004,"(48.29196408300004, 11.241642832000023)","{'place_id': 108867869, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 28802113, 'lat': '48.292000093546456', 'lon': '11.24165353408551', 'display_name': 'A 8, Ziegelstadel, Wiedenzhausen, Sulzemoos, Landkreis Dachau, Bayern, 85259, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Ziegelstadel', 'village': 'Wiedenzhausen', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85259', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.287303', '48.2952793', '11.2306553', '11.2558719']}","A 8, Ziegelstadel, Wiedenzhausen, Sulzemoos, Landkreis Dachau, Bayern, 85259, Deutschland",A 8,9170125001270020110,1,0,down,[48.29155429 11.24315329],21561.76848662657,54110.53143360478
72534,9,7,71,130,2017,1,14,1,3,3,7,0,0,1,0,0,0,645010.8595,5362994.7996,10.959331328000076,48.40341969900004,"(48.40341969900004, 10.959331328000076)","{'place_id': 171593475, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 288973413, 'lat': '48.40343502282301', 'lon': '10.959333811536984', 'display_name': 'A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Sophienhof', 'village': 'Bitzenhofen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3960534', '48.4039031', '10.9564457', '11.0556046']}","A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,9170122007173027550,0,0,down,[48.4029779  10.96213797],47069.09727298522,28603.25194645982
72712,9,7,71,111,2017,1,9,6,3,2,6,0,0,1,0,0,1,658367.9893,5357323.4107,11.137546042000054,48.34921826400006,"(48.34921826400006, 11.137546042000054)","{'place_id': 107811304, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 27127128, 'lat': '48.349206014278145', 'lon': '11.137537464594562', 'display_name': 'A 8, Holzschuster, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86559, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Holzschuster', 'village': 'Burgadelzhausen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86559', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3488778', '48.3505353', '11.1358104', '11.1380062']}","A 8, Holzschuster, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86559, Deutschland",A 8,9170120001270017370,0,1,up,[48.34910732 11.13767857],44007.54779689245,44007.54779689245
72964,9,7,71,130,2017,1,9,6,3,0,7,0,0,0,0,1,0,648692.6116,5362704.7496,11.008943600000066,48.39995420600008,"(48.39995420600008, 11.008943600000066)","{'place_id': 179625445, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 327495113, 'lat': '48.39993448597114', 'lon': '11.008942272446857', 'display_name': 'A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Sophienhof', 'village': 'Bitzenhofen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3959071', '48.4010591', '10.9924061', '11.0555759']}","A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,9170127007173023230,0,0,up,[48.39966493 11.01295246],32302.564485982624,32302.564485982624
73100,9,7,72,147,2017,1,6,3,3,8,1,2,0,1,0,0,0,638931.1434,5364043.8093,10.877578723000056,48.41422133000003,"(48.41422133000003, 10.877578723000056)","{'place_id': 194322876, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 403304743, 'lat': '48.41440278610581', 'lon': '10.877583532527645', 'display_name': 'A 8, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland', 'address': {'road': 'A 8', 'town': 'Gersthofen', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86368', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4143641', '48.4144426', '10.8760378', '10.8790431']}","A 8, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland",A 8,9170131007173034210,0,0,up,[48.41439419 10.87791228],22428.967204979464,22428.967204979464
73133,9,1,62,0,2017,1,8,3,3,2,6,0,0,1,0,0,1,680143.9655,5339937.1455,11.423800437000068,48.18710397600007,"(48.18710397600007, 11.423800437000068)","{'place_id': 169320367, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280273997, 'lat': '48.18709575344035', 'lon': '11.423794999036213', 'display_name': 'A 8, Langwied, Lochhausen, Aubing-Lochhausen-Langwied, München, Bayern, 81249, Deutschland', 'address': {'road': 'A 8', 'suburb': 'Langwied', 'city_district': 'Aubing-Lochhausen-Langwied', 'city': 'München', 'state': 'Bayern', 'postcode': '81249', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.1842335', '48.1942191', '11.4130426', '11.4281574']}","A 8, Langwied, Lochhausen, Aubing-Lochhausen-Langwied, München, Bayern, 81249, Deutschland",A 8,9170131001270028520,1,1,down,[48.18702781 11.42389823],3593.1537120958783,72073.50562182904
73303,9,1,74,113,2017,2,7,2,3,2,6,1,0,1,0,0,0,673896.7061,5345305.7395,11.342019813000036,48.23710504300004,"(48.23710504300004, 11.342019813000036)","{'place_id': 125641879, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 105836028, 'lat': '48.23829685', 'lon': '11.342871400000007', 'display_name': 'Logicpark, A 8, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'building': 'Logicpark', 'road': 'A 8', 'village': 'Bergkirchen', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2371782', '48.2394155', '11.3410869', '11.3446559']}","Logicpark, A 8, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,9170206001270050230,0,0,down,[48.2371945  11.34189024],11822.78700957251,63845.51376984547
73462,9,7,71,129,2017,2,11,7,3,3,6,0,0,1,0,0,0,660283.894,5355613.6763,11.16273598300006,48.33336407000007,"(48.33336407000007, 11.16273598300006)","{'place_id': 170077890, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280688897, 'lat': '48.33337086929666', 'lon': '11.162743248915053', 'display_name': 'A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Eurasburg', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3166388', '48.340026', '11.1555112', '11.193519']}","A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland",A 8,9170204001270074890,0,0,up,[48.33312792 11.16297032],46603.13006108583,46603.13006108583
73497,9,1,74,113,2017,2,19,4,3,2,6,2,0,0,0,0,1,670827.0315,5347455.1665,11.301580006000052,48.25726178300005,"(48.25726178300005, 11.301580006000052)","{'place_id': 163653495, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 251505089, 'lat': '48.25724263975577', 'lon': '11.301565913646597', 'display_name': 'A 8, Palsweis, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'road': 'A 8', 'village': 'Palsweis', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2563245', '48.2581997', '11.3003286', '11.3029315']}","A 8, Palsweis, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,9170208001270050660,0,1,up,[48.25756245 11.30113198],60101.43242790715,60101.43242790715
73554,9,1,62,0,2017,2,22,6,3,2,6,2,0,1,0,0,0,678962.9067,5341018.0665,11.408379672000024,48.19715413400007,"(48.19715413400007, 11.408379672000024)","{'place_id': 177130550, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 313844121, 'lat': '48.19710653529824', 'lon': '11.408348224036894', 'display_name': 'A 8, Lochhausen, Aubing-Lochhausen-Langwied, München, Bayern, 81249, Deutschland', 'address': {'road': 'A 8', 'suburb': 'Lochhausen', 'city_district': 'Aubing-Lochhausen-Langwied', 'city': 'München', 'state': 'Bayern', 'postcode': '81249', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.1958521', '48.197138', '11.4083006', '11.4102469']}","A 8, Lochhausen, Aubing-Lochhausen-Langwied, München, Bayern, 81249, Deutschland",A 8,9170203001270048440,1,0,up,[48.19587022 11.41021943],70474.58707854166,70474.58707854166
73693,9,7,71,122,2017,2,20,2,3,3,6,2,0,1,0,0,1,652558.8893,5362301.173,11.060998437000023,48.395402098000034,"(48.395402098000034, 11.060998437000023)","{'place_id': 166505457, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 265045938, 'lat': '48.39541472094239', 'lon': '11.061001618954366', 'display_name': 'A 8, Lindl, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'village': 'Lindl', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3953934', '48.395536', '11.0605205', '11.0610862']}","A 8, Lindl, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,9170206007173050620,0,1,down,[48.3955155  11.06060201],39441.84740653921,36229.44724505453
